"rankingString","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","image","photoCount","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","menuWebUrl","openNowText","website","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","neighborhoodLocations/0/id","neighborhoodLocations/0/name","localName","rawRanking","establishmentTypes/0","establishmentTypes/1","priceLevel","phone","type","numberOfReviews","isClosed","subcategories/0","description","locationString","isLongClosed","localAddress","category","id","email","rankingPosition","rankingDenominator","name","rating","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","priceRange","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","address","webUrl","latitude","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22"
"#363 of 1,048 places to eat in Nairobi","Steakhouse","Cafe","Seafood","International","Spanish","Healthy","Wine Bar","Soups","Dining bars","Beer restaurants",,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/26/59/28/dd/welcome-to-our-terrace.jpg","12",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://willowgarden.co.ke/menu/","Closes in 8 min","http://www.willowgarden.co.ke","0","0","0","0","3","Nairobi","Kenya",,,"Olenguruone Ave","Kileleshwa super shine center","20484492","Highridge","","3.1051316261291504","Restaurants",,"$","+254 769 803981","RESTAURANT","3","false","Café","If you're in Nairobi and are.looking for a contemporary semi fine dining, We are a great tasting restaurant combining a bit of continental menu with local tastes. we select our foods carefully and all our meats and vegetables are organically grown in the sun by local Kenyan farmers. As a healthy restaurant we take great care in our food preparation while still offering great tasting foods that leaves you feeling upgraded. Our meats are very tender, Halal and deliciously prepared.","Nairobi","false",,"restaurant","19890508","willowgardenkitchen@gmail.com","363","833","Willow Garden Kitchen","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 2,224 - KES 74,118",,"Africa/Nairobi","1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"Olenguruone Ave Kileleshwa super shine center, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d19890508-Reviews-Willow_Garden_Kitchen-Nairobi.html","-1.232142","36.804733","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Free off-street parking","Television","Highchairs Available","Serves Alcohol","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Table Service","Jazz Bar","Non-smoking restaurants","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#360 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0f/f7/9f/72/huge-yummy-burgers.jpg","12",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"http://urbanburgers.co.ke/","3","2","1","8","11","Nairobi","Kenya","00100",,"Langata Rd","Galleria Shopping Mall",,,"","3.106532096862793","Restaurants",,"$$ - $$$","+254 702 052610","RESTAURANT","25","false",,,"Nairobi","false",,"restaurant","12661609",,"360","833","Urban Burger","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Langata Rd Galleria Shopping Mall, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12661609-Reviews-Urban_Burger-Nairobi.html","-1.343114","36.765057","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Seating","Takeout","Wheelchair Accessible","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burger",,,,,,,,,,,,,,,,,,,,,,
"#359 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/11/5a/99/07/food.jpg","6",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"0","0","1","4","3","Nairobi","Kenya",,,"George Padmore Road/Rose Avenue",,"20484494","Upper Hill Estate","","3.106668710708618","Restaurants",,"$$ - $$$","+254 718 460045","RESTAURANT","8","false",,,"Nairobi","false",,"restaurant","12922358",,"359","833","Saffron Indian Kitchen","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"George Padmore Road/Rose Avenue, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12922358-Reviews-Saffron_Indian_Kitchen-Nairobi.html","-1.29629","36.79183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#391 of 1,048 places to eat in Nairobi","Indian","Bar","Pub",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/27/63/91/e2/dhaba.jpg","9",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now",,"1","0","0","2","3","Nairobi","Kenya",,,"Sarit Center, Westlands, Nairobi",,,,"","3.0921471118927","Restaurants",,,"+254 731 000064","RESTAURANT","6","false",,"Dhaba restaurant in Nairobi, Kenya","Nairobi","false",,"restaurant","24857034","dhabakenya@gmail.com","391","833","Dhaba","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"Sarit Center, Westlands, Nairobi, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d24857034-Reviews-Dhaba-Nairobi.html","-1.261998","36.80344","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#388 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"0","0","0","0","4","Nairobi","Kenya","",,"River Rd, city centre","","20484493","Nairobi Central Business District","","3.093031406402588","Restaurants",,," 331586 ","RESTAURANT","4","false",,,"Nairobi","false",,"restaurant","1214184",,"388","833","Supreme Restaurant","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"River Rd, city centre, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1214184-Reviews-Supreme_Restaurant-Nairobi.html","-1.28249","36.82735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#386 of 1,048 places to eat in Nairobi","Chinese","Asian",,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-w/13/34/b8/ef/for-you-chinese-restaurant.jpg","1",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now",,"1","0","1","5","4","Nairobi","Kenya",,,"Argwings Kodhek Road",,"20484494","Upper Hill Estate","","3.0934619903564453","Restaurants",,"$$ - $$$","+254 735 536090","RESTAURANT","11","false",,,"Nairobi","false",,"restaurant","12952065",,"386","832","For You Chinese Restaurant","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","540",,,,,,,,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"Argwings Kodhek Road, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12952065-Reviews-For_You_Chinese_Restaurant-Nairobi.html","-1.29329","36.78778","Lunch","Dinner","Breakfast",,,,"Lunch","Dinner","Breakfast",,,,"Table Service","Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#422 of 1,048 places to eat in Nairobi","European",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/08/11/89/08/secret-garden-nairobi.jpg","10",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"http://www.secretgardencafe.co.ke/food-menus/",,"http://www.secretgardencafe.co.ke","4","3","9","10","9","Nairobi","Kenya",,,"14 Riverside",,,,"","3.079457998275757","Restaurants",,"$$ - $$$","01322229373","RESTAURANT","35","false","Sit down",,"Nairobi","false",,"restaurant","4101761","info@secretgardencafe.co.ke","422","832","Secret Garden nairobi","3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14 Riverside, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d4101761-Reviews-Secret_Garden_nairobi-Nairobi.html","-1.27017","36.80305","Dinner","Breakfast","Lunch",,,,"Dinner","Breakfast","Lunch",,,,"Reservations","Outdoor Seating","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,"Salad",,,,,,,,,,,,,,,,,,,,,,
"#408 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/07/ec/00/01/gizani-dinner-in-the.jpg","1",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"http://www.gizani.com","0","1","1","2","6","Nairobi","Kenya",,,"Tribe Hotel","Gigiri","20484492","Highridge","","3.0828638076782227","Restaurants",,"$$$$","+254 715 880550","RESTAURANT","10","false","Fast food",,"Nairobi","false",,"restaurant","8052270",,"408","833","Gizani- Dinner in the Dark","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tribe Hotel Gigiri, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d8052270-Reviews-Gizani_Dinner_in_the_Dark-Nairobi.html","-1.226425","36.805405",,,,,,,,,,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#422 of 1,048 places to eat in Nairobi","Barbecue","Deli","Diner","Healthy","Dining bars",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/29/c6/44/50/caption.jpg","10",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"http://www.theaura.co.ke/our-menu/","Open Now","http://www.theaura.co.ke","0","0","0","0","2","Nairobi","Kenya","00100",,"B-arcade Mall Next To The French School, Kilimani",,,,"","3.0803747177124023","Restaurants",,,"+254 112 015180","RESTAURANT","2","false",,"We're located at B-Arcade Mall next to the French School behind Kingdom Bank on Argwigs Kodhek Groove, Kilimani.","Nairobi","false",,"restaurant","25044257","foodserviceaura@gmail.com","422","833","The Aura Restaurant Kilimani","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1560","480",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","480",,,,,"B-arcade Mall Next To The French School, Kilimani, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d25044257-Reviews-The_Aura_Restaurant_Kilimani-Nairobi.html","-1.293794","36.789062","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#409 of 1,048 places to eat in Nairobi","Asian",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/18/9e/50/79/big-helpings.jpg","3",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.misterwok.net/grid-view-menu/",,"http://www.misterwok.net","0","0","1","3","2","Nairobi","Kenya",,,"Keiyo Road","Parklands",,,"","3.0826735496520996","Restaurants",,,"+254 724 100100","RESTAURANT","6","false",,,"Nairobi","false",,"restaurant","13278197",,"409","833","Mr Wok","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keiyo Road Parklands, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d13278197-Reviews-Mr_Wok-Nairobi.html","-1.28851","36.77176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#406 of 1,048 places to eat in Nairobi","Cafe",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/07/b7/97/ee/the-inside.jpg","17",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now","https://www.facebook.com/Voguecafe.co.ke","2","4","6","10","7","Nairobi","Kenya",,,"Westlands Road","The National Museum of Kenya and Nivina Towers","20484493","Nairobi Central Business District","","3.084329605102539","Restaurants",,"$$ - $$$","+254 718 896395","RESTAURANT","29","false",,,"Nairobi","false",,"restaurant","7742889","voguecafe2011@gmail.com","406","833","Vogue Cafe","3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","480",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1320","480",,,,,"Westlands Road The National Museum of Kenya and Nivina Towers, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d7742889-Reviews-Vogue_Cafe-Nairobi.html","-1.274376","36.814632","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Seating","Takeout","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#417 of 1,048 places to eat in Nairobi","Italian","Pizza","Vegetarian Friendly",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0e/15/a8/3e/genoa-any-time-flavorful.jpg","14",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"http://www.mambo-italia.com/menus","Closed Now","http://www.mambo-italia.com/","3","3","1","7","8","Nairobi","Kenya",,,"Thika Road","Garden City Mall, 1st Floor",,,"","3.0811705589294434","Restaurants",,"$$ - $$$","+254 709 670000","RESTAURANT","22","false",,,"Nairobi","false",,"restaurant","11877505","info@mambo-italia.com","417","833","Mambo Italia Garden City","3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","570",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1380","600",,,,,"1380","570",,,,,"Thika Road Garden City Mall, 1st Floor, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d11877505-Reviews-Mambo_Italia_Garden_City-Nairobi.html","-1.22354","36.88755","Dinner","Lunch","Brunch","Drinks",,,"Dinner","Lunch","Brunch","Drinks",,,"Takeout","Reservations","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,"Salad",,,,,,,,,,,,,,,,,,,,,,
"#420 of 1,048 places to eat in Nairobi","Indian","Asian","Vegetarian Friendly",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-s/06/1f/63/d8/indian-food.jpg","3",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now",,"4","3","4","15","5","Nairobi","Kenya",,,"Ring Road Parklands","Parklands",,,"","3.0805115699768066","Restaurants",,"$$ - $$$","+254 738 777995","RESTAURANT","31","false","Sit down",,"Nairobi","false",,"restaurant","3845526",,"420","833","Mwiko Gardens","3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","660","480",,,,,"660","480",,,,,"660","480",,,,,"660","480",,,,,"660","480",,,,,"660","480",,,,,"660","480",,,,,"Ring Road Parklands Parklands, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d3845526-Reviews-Mwiko_Gardens-Nairobi.html","-1.254725","36.807377","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Reservations","Outdoor Seating","Seating","Takeout","Wheelchair Accessible","Accepts Mastercard","Accepts Discover","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#412 of 1,048 places to eat in Nairobi","Italian","Wine Bar","French","European","Fusion",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/4c/97/35/come-on-over-and-experience.jpg","4",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://dawn.co.ke/menu","Closed Now","http://www.dawn.co.ke","0","0","0","0","2","Nairobi","Kenya",,,"Wood Avenue","The Lofts Apartments",,,"","3.0824568271636963","Restaurants",,,"+254 701 337726","RESTAURANT","2","false",,"Wine bar & Restaurant","Nairobi","false",,"restaurant","26305064","info@dawn.co.ke","412","833","DAWN","5",,"Top 3 Reasons to Eat Here","Sponsored by: DAWN","Unique Dining Experience!","https://media-cdn.tripadvisor.com/media/photo-s/2a/4e/5c/81/sharing-a-meal-at-dawn.jpg","true","Unique Dining Experience!","See reviews that mention Unique Dining Experience!","1",,,,,"DAWN offers an unforgettable dining experience with its eclectic menu.","Inviting Atmosphere","https://media-cdn.tripadvisor.com/media/photo-s/2a/4e/5c/7f/as-you-step-outside-onto.jpg","true","Inviting Atmosphere","See reviews that mention Inviting Atmosphere","2",,,,,"DAWN will transport you to a place of luxury and comfort.","Wine Safari","https://media-cdn.tripadvisor.com/media/photo-s/2a/4e/5c/80/dawn-s-eclectic-menu.jpg","true","Wine Safari","See reviews that mention Wine Safari","3",,,,,"DAWN's wine list is a journey around the world, in a glass.",,,"Africa/Nairobi","1200","660",,,,,"1320","660",,,,,"1320","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"Wood Avenue The Lofts Apartments, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d26305064-Reviews-DAWN-Nairobi.html","-1.290966","36.785534","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Takeout","Reservations","Seating","Parking Available","Highchairs Available","Serves Alcohol","Wine and Beer","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Outdoor Seating","Wheelchair Accessible","Table Service","Gift Cards Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#372 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0f/84/31/1d/caption.jpg","14",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closes in 30 min","http://www.facebook.com/pages/AIN-guest-house-little-Korea-in-Nairobi/154421997954115","2","0","0","3","7","Nairobi","Kenya","00100",,"Argwings Kodhek Road","Between Java House and Barcalys Bank, Hurlingham","20484494","Upper Hill Estate","","3.099679470062256","Restaurants",,"$$ - $$$","+254 722 732722","RESTAURANT","12","false",,,"Nairobi","false",,"restaurant","12513292",,"372","833","Ain","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"Argwings Kodhek Road Between Java House and Barcalys Bank, Hurlingham, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12513292-Reviews-Ain-Nairobi.html","-1.296442","36.798737","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#407 of 1,048 places to eat in Nairobi","African","Moroccan","Mediterranean",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/11/fc/e2/c5/fish-is-too-amazing.jpg","6",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now","http://www.facebook.com/Aromahtherestaurant/","0","0","0","1","3","Nairobi","Kenya","00515",,"Koinange Street","Consolidated Bank Building","20484493","Nairobi Central Business District","","3.0840985774993896","Restaurants",,"$","+254 715 981921","RESTAURANT","4","false","Sit down","Our African restaurant is situated in the uptown part of the central business center.The ambience is cool and attractive, our pieces of art calm will calm your spirits and out tastey foods will keep you coming back for more! We have awesome customer service, outside catering facilities, office deliveries, accommodate graduation parties & baby showers. Welcome & karibu sana!","Nairobi","false",,"restaurant","13423075","africanaromah@gmail.com","407","833","Aromah The Restaurant","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 29,647 - KES 118,589",,"Africa/Nairobi","1200","420",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1200","420",,,,,"Koinange Street Consolidated Bank Building, Nairobi 00515 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d13423075-Reviews-Aromah_The_Restaurant-Nairobi.html","-1.282934","36.817818","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#427 of 1,048 places to eat in Nairobi","African","Barbecue","Bar","Pub",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0c/ee/9b/13/20160828-155850-largejpg.jpg","22",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"http://www.facebook.com/pages/Simmers/170212633037490","0","2","6","5","4","Nairobi","Kenya",,,"Kenyatta Avenue","Corner of Kenyatta Avenue with Muindi Mbingu street","20484493","Nairobi Central Business District","","3.0788681507110596","Restaurants",,"$$ - $$$","+254 20 2217632","RESTAURANT","17","false",,,"Nairobi","false",,"restaurant","10787695",,"427","833","Simmers","3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenyatta Avenue Corner of Kenyatta Avenue with Muindi Mbingu street, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10787695-Reviews-Simmers-Nairobi.html","-1.285144","36.82071",,,,,,,,,,,,,"Reservations","Live Music",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#419 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now",,"0","0","0","0","2","Nairobi","Kenya","45403",,"Sarit Centre","Karuna Rd, Westlands",,,"","3.080967664718628","Restaurants",,,"+254 768-821947","RESTAURANT","2","false",,"Welcome to Mugg & Bean Sarit Centre SD, the place where customers become regulars and regulars become friends. We're your home away from home, the place where you always get more and more. You taste it in our seasonally inspired menus, generous portions and bottomless drinks. Our coffee credentials only feature the best coffees from around the world, sourced and prepared by our experts and our cakes are freshly baked, made from scratch and enjoyed in generous slices. 
What is certain is that at Mugg & Bean you'll always enjoy the taste of more and more.","Nairobi","false",,"restaurant","23288286","gm@muggandbeansc.com","419","833","Mugg & Bean","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"Sarit Centre Karuna Rd, Westlands, Nairobi 45403 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23288286-Reviews-Mugg_Bean-Nairobi.html","-1.261164","36.80199","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
