cuisines/0,cuisines/1,cuisines/2,cuisines/3,cuisines/4,cuisines/5,cuisines/6,cuisines/7,cuisines/8,cuisines/9,cuisines/10,cuisines/11,cuisines/12,cuisines/13,cuisines/14,dishes/0,dishes/1,dishes/2,dishes/3,dishes/4,dishes/5,dishes/6,dishes/7,dishes/8,dishes/9,dishes/10,dishes/11,dishes/12,dishes/13,dishes/14,dishes/15,dishes/16,dishes/17,dishes/18,dishes/19,dishes/20,dishes/21,dishes/22,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,features/10,features/11,features/12,features/13,features/14,features/15,features/16,features/17,features/18,features/19,features/20,features/21,features/22,features/23,features/24,features/25,features/26,features/27,features/28,features/29,ownersTopReasons,ownersTopReasons/sectionHeader,ownersTopReasons/sponsoredBy,ownersTopReasons/topReasons/0/header,ownersTopReasons/topReasons/0/image_url,ownersTopReasons/topReasons/0/isSearchTerm,ownersTopReasons/topReasons/0/keyword,ownersTopReasons/topReasons/0/linkText,ownersTopReasons/topReasons/0/rank,ownersTopReasons/topReasons/0/review,ownersTopReasons/topReasons/0/review/rating,ownersTopReasons/topReasons/0/review/reviewId,ownersTopReasons/topReasons/0/review/screenName,ownersTopReasons/topReasons/0/text,ownersTopReasons/topReasons/1/header,ownersTopReasons/topReasons/1/image_url,ownersTopReasons/topReasons/1/isSearchTerm,ownersTopReasons/topReasons/1/keyword,ownersTopReasons/topReasons/1/linkText,ownersTopReasons/topReasons/1/rank,ownersTopReasons/topReasons/1/review,ownersTopReasons/topReasons/1/review/rating,ownersTopReasons/topReasons/1/review/reviewId,ownersTopReasons/topReasons/1/review/screenName,ownersTopReasons/topReasons/1/text,ownersTopReasons/topReasons/2/header,ownersTopReasons/topReasons/2/image_url,ownersTopReasons/topReasons/2/isSearchTerm,ownersTopReasons/topReasons/2/keyword,ownersTopReasons/topReasons/2/linkText,ownersTopReasons/topReasons/2/rank,ownersTopReasons/topReasons/2/review,ownersTopReasons/topReasons/2/review/rating,ownersTopReasons/topReasons/2/review/reviewId,ownersTopReasons/topReasons/2/review/screenName,ownersTopReasons/topReasons/2/text,hours,hours/timezone,hours/weekRanges/0/0/close,hours/weekRanges/0/0/open,hours/weekRanges/0/1/close,hours/weekRanges/0/1/open,hours/weekRanges/0/2/close,hours/weekRanges/0/2/open,hours/weekRanges/1/0/close,hours/weekRanges/1/0/open,hours/weekRanges/1/1/close,hours/weekRanges/1/1/open,hours/weekRanges/1/2/close,hours/weekRanges/1/2/open,hours/weekRanges/2/0/close,hours/weekRanges/2/0/open,hours/weekRanges/2/1/close,hours/weekRanges/2/1/open,hours/weekRanges/2/2/close,hours/weekRanges/2/2/open,hours/weekRanges/3/0/close,hours/weekRanges/3/0/open,hours/weekRanges/3/1/close,hours/weekRanges/3/1/open,hours/weekRanges/3/2/close,hours/weekRanges/3/2/open,hours/weekRanges/4/0/close,hours/weekRanges/4/0/open,hours/weekRanges/4/1/close,hours/weekRanges/4/1/open,hours/weekRanges/4/2/close,hours/weekRanges/4/2/open,hours/weekRanges/5/0/close,hours/weekRanges/5/0/open,hours/weekRanges/5/1/close,hours/weekRanges/5/1/open,hours/weekRanges/5/2/close,hours/weekRanges/5/2/open,hours/weekRanges/6/0/close,hours/weekRanges/6/0/open,hours/weekRanges/6/1/close,hours/weekRanges/6/1/open,hours/weekRanges/6/2/close,hours/weekRanges/6/2/open,mealTypes/0,mealTypes/1,mealTypes/2,mealTypes/3,mealTypes/4,mealTypes/5,longitude,category,ancestorLocations/0/abbreviation,ancestorLocations/0/id,ancestorLocations/0/name,ancestorLocations/0/subcategory,ancestorLocations/1/abbreviation,ancestorLocations/1/id,ancestorLocations/1/name,ancestorLocations/1/subcategory,ancestorLocations/2/abbreviation,ancestorLocations/2/id,ancestorLocations/2/name,ancestorLocations/2/subcategory,rankingDenominator,addressObj/city,addressObj/country,addressObj/postalcode,addressObj/state,addressObj/street1,addressObj/street2,establishmentTypes/0,establishmentTypes/1,neighborhoodLocations/0/id,neighborhoodLocations/0/name,ratingHistogram/count1,ratingHistogram/count2,ratingHistogram/count3,ratingHistogram/count4,ratingHistogram/count5,latitude,dietaryRestrictions/0,dietaryRestrictions/1,dietaryRestrictions/2,dietaryRestrictions/3,dietaryRestrictions/4,dietaryRestrictions/5,address,photoCount,rankingString,phone,localName,rawRanking,rankingPosition,openNowText,name,website,subcategories/0,description,priceRange,type,webUrl,email,rating,localAddress,image,menuWebUrl,numberOfReviews,isClosed,isLongClosed,locationString,id,priceLevel
Indian,Barbecue,Asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seating,Wheelchair Accessible,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,660,,,,,,,,,,,1320,660,,,,,1320,660,,,,,1320,660,,,,,1320,660,,,,,1320,660,,,,,Lunch,Dinner,,,,,36.823555,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Aga Khan Sports Club,Mtama Road along 5th Parklands,Restaurants,,,,3,0,2,7,7,-1.259662,Lunch,Dinner,,,,,"Aga Khan Sports Club Mtama Road along 5th Parklands, Nairobi Kenya",14,"#533 of 1,048 places to eat in Nairobi",+254 786 421270,,3.047445297,533,Closes in 17 min,Legends Restaurant,http://www.facebook.com/Legendsrest,Sit down,"We offer a variety of indian, continental and barbeque cuisines. We are famous for our Nyama Choma Platters, Poussin and Fish. Open for business Tuesday through Sunday from 11.00 am to 10.00 pm.","KES 741 - KES 7,412",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d2543333-Reviews-Legends_Restaurant-Nairobi.html,,4,,https://media-cdn.tripadvisor.com/media/photo-o/14/14/18/e3/chicken-biriyani-our.jpg,,19,FALSE,FALSE,Nairobi,2543333,$$ - $$$
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82367,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Kasuku Road,,Restaurants,,,,0,0,0,0,1,-1.26031,,,,,,,"Kasuku Road, Nairobi Kenya",1,"#597 of 1,048 places to eat in Nairobi",+254 720 794824,,3.037528992,597,,The Hood,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d17349726-Reviews-The_Hood-Nairobi.html,,5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/22/7c/18/be/the-hood.jpg,,1,FALSE,FALSE,Nairobi,17349726,
European,,,,,,,,,,,,,,,Salad,,,,,,,,,,,,,,,,,,,,,,,Reservations,Outdoor Seating,Seating,Wheelchair Accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinner,Breakfast,Lunch,,,,36.80305,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,14 Riverside,,Restaurants,,,,4,3,9,10,9,-1.27017,Dinner,Breakfast,Lunch,,,,"14 Riverside, Nairobi Kenya",10,"#422 of 1,048 places to eat in Nairobi",1322229373,,3.079457998,422,,Secret Garden nairobi,http://www.secretgardencafe.co.ke,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d4101761-Reviews-Secret_Garden_nairobi-Nairobi.html,info@secretgardencafe.co.ke,3.5,,https://media-cdn.tripadvisor.com/media/photo-o/08/11/89/08/secret-garden-nairobi.jpg,http://www.secretgardencafe.co.ke/food-menus/,35,FALSE,FALSE,Nairobi,4101761,$$ - $$$
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82226,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,"Ground Floor, Habib House, Gaberone Street",,Restaurants,,20484493,Nairobi Central Business District,1,0,0,0,0,-1.28514,,,,,,,"Ground Floor, Habib House, Gaberone Street, Nairobi Kenya",0,"#810 of 1,048 places to eat in Nairobi",+254 739 652979,,2.700624704,810,,Hot Dishes Restaurant,http://www.hotdishes.co.ke,Sit down,"HotDishes( Gaberone street) is our first branch that has been operational for over 10 years. Over that period, we have raised the bar on serving African themed dishes in Nairobi. We serve tasty meals at an exceptionally low price without compromising on service. Try our fish/chicken meals today!",KES 148 - KES 741,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d13505250-Reviews-Hot_Dishes_Restaurant-Nairobi.html,contact@hotdishes.co.ke,1,,,,1,FALSE,FALSE,Nairobi,13505250,$
Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.80404,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Ralph Bunche Road,Nelson Awori Centre,Coffee & Tea,,,,1,0,0,2,2,-1.28946,,,,,,,"Ralph Bunche Road Nelson Awori Centre, Nairobi Kenya",0,"#608 of 1,048 places to eat in Nairobi",,,3.033901691,608,,Kaldis Coffee House,http://kaldisafrica.com/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d10454201-Reviews-Kaldis_Coffee_House-Nairobi.html,info@kaldisafrica.com,4,,,,5,FALSE,FALSE,Nairobi,10454201,
,,,,,,,,,,,,,,,Fish,,,,,,,,,,,,,,,,,,,,,,,Reservations,Takeout,Seating,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinner,,,,,,36.806786,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,"Near Westlands Road, Nairobi",,Restaurants,,,,3,2,3,12,4,-1.268367,Dinner,,,,,,"Near Westlands Road, Nairobi, Nairobi Kenya",7,"#448 of 1,048 places to eat in Nairobi",,,3.07220459,448,,Stavrose Restaurant,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d7210860-Reviews-Stavrose_Restaurant-Nairobi.html,,3.5,,https://media-cdn.tripadvisor.com/media/photo-o/12/d6/ac/b3/photo2jpg.jpg,,24,FALSE,FALSE,Nairobi,7210860,$$ - $$$
Indian,Bar,Pub,Vegetarian Friendly,Vegan Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reservations,Seating,Takeout,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinner,Lunch,,,,,36.804394,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,"Landmark suites, Mwanzi Road",,Restaurants,,,,4,1,4,12,7,-1.258104,Dinner,Lunch,,,,,"Landmark suites, Mwanzi Road, Nairobi Kenya",26,"#350 of 1,048 places to eat in Nairobi",+254 780 757575,,3.109728813,350,,Mumbai Grill,http://www.facebook.com/Mumbai-Grill-Eataly-Cafe-1796108130649007/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d12028669-Reviews-Mumbai_Grill-Nairobi.html,,3.5,,https://media-cdn.tripadvisor.com/media/photo-o/10/bd/b2/77/photo8jpg.jpg,,28,FALSE,FALSE,Nairobi,12028669,$$ - $$$
Fast Food,,,,,,,,,,,,,,,Burger,,,,,,,,,,,,,,,,,,,,,,,Seating,Wheelchair Accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinner,Lunch,,,,,36.70857,restaurant,,12559418,Karen,City,,294207,Nairobi,Municipality,,294206,Kenya,Country,22,Karen,Kenya,,,Dagoretti Road,The Hub Mall,Restaurants,Quick Bites,,,1,0,2,7,3,-1.32429,Dinner,Lunch,,,,,"Dagoretti Road The Hub Mall, Karen, Nairobi Kenya",2,#10 of 29 places to eat in Karen,+254 712 345678,,3.103518248,10,,Burger King,,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g12559418-d15028401-Reviews-Burger_King-Karen_Nairobi.html,,4,,https://media-cdn.tripadvisor.com/media/photo-o/15/ae/f6/b7/20181204-170106-largejpg.jpg,,13,FALSE,FALSE,"Karen, Nairobi",15028401,$$ - $$$
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reservations,Seating,Buffet,Wheelchair Accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,Breakfast,Lunch,Dinner,Brunch,,,36.80246,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,606,,"05 Woodvale Grove, Westlands, Nairobi.",Sankara Nairobi,Restaurants,,,,0,0,3,3,7,-1.262578,Breakfast,Lunch,Dinner,Brunch,,,"05 Woodvale Grove, Westlands, Nairobi. Sankara Nairobi, Nairobi 00606 Kenya",18,"#277 of 1,048 places to eat in Nairobi",+254 20 4208000,,3.150574684,277,Closes in 30 min,Artisan,http://www.sankara.com/en/dining/artisan.html,,"Artisan restaurant, in our Nairobi hotel, offers international cuisine with a private dining area and outdoor terrace. Try the delicious breakfast buffet and a la carte specialties for lunch and dinner while you experience the live show kitchen.",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d10092247-Reviews-Artisan-Nairobi.html,connect@nairobi.sankara.com,4.5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/e8/f4/30/best-there-is.jpg,,13,FALSE,FALSE,Nairobi,10092247,
International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7894,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Kandara Rd,110 m od skrzy?owania Ole Kejuodo Rd / Kandara Rd,Restaurants,,,,0,0,1,0,4,-1.27563,,,,,,,"Kandara Rd 110 m od skrzy?owania Ole Kejuodo Rd / Kandara Rd, Nairobi Kenya",9,"#341 of 1,048 places to eat in Nairobi",+254 720 415150,,3.113232613,341,,White Star Restaurant,http://www.facebook.com/WhiteStarkenya/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d17388936-Reviews-White_Star_Restaurant-Nairobi.html,,4.5,,https://media-cdn.tripadvisor.com/media/photo-w/17/55/5c/cd/white-star-restaurant.jpg,,5,FALSE,FALSE,Nairobi,17388936,
Indian,Fusion,Vegetarian Friendly,Vegan Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reservations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breakfast,Brunch,,,,,36.784058,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,76164,,Dennis Pritt Road,opposite Dennis Pritt Lounges,Restaurants,,,,0,0,0,2,7,-1.28661,Breakfast,Brunch,,,,,"Dennis Pritt Road opposite Dennis Pritt Lounges, Nairobi 76164 Kenya",0,"#289 of 1,048 places to eat in Nairobi",+254 726 789543,,3.140595436,289,,Ally's Kitchen at The Seraph,,Sit down,"Best restaurant in Nairobi if you are looking for good food, exclusivity and privacy.","KES 88,942 - KES 400,237",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d13448848-Reviews-Ally_s_Kitchen_at_The_Seraph-Nairobi.html,jeromealudo007@gmail.com,5,,,,9,FALSE,FALSE,Nairobi,13448848,$$ - $$$
Indian,Asian,Vegan Options,Vegetarian Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reservations,Seating,Table Service,Takeout,Outdoor Seating,Wheelchair Accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinner,Lunch,,,,,36.682102,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Dagoretti Road,The Hub Karen mall,Restaurants,,,,2,3,3,8,7,-1.298233,Dinner,Lunch,,,,,"Dagoretti Road The Hub Karen mall, Nairobi Kenya",4,"#348 of 1,048 places to eat in Nairobi",+254 737 224422,,3.109977245,348,,Mayura,http://www.themayura.com/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d13427905-Reviews-Mayura-Nairobi.html,info@themayura.com,3.5,,https://media-cdn.tripadvisor.com/media/photo-o/13/77/b3/8f/entrance-sign.jpg,http://www.themayura.com/menu.php,23,FALSE,FALSE,Nairobi,13427905,$$ - $$$
Indian,African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeout,Outdoor Seating,Buffet,Private Dining,Seating,Parking Available,Street Parking,Television,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Wine and Beer,Digital Payments,Free Wifi,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,Brunch,Late Night,Drinks,Breakfast,Lunch,Dinner,36.84371,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,200,,Kiambu Road,"off Kiambu Road, opposite Total Petrol Station",Restaurants,,,,0,1,0,1,5,-1.23557,Brunch,Late Night,Drinks,Breakfast,Lunch,Dinner,"Kiambu Road off Kiambu Road, opposite Total Petrol Station, Nairobi 00200 Kenya",8,"#348 of 1,048 places to eat in Nairobi",+254 714 129997,,3.110216141,348,Open Now,Jikoni's,http://jikonis.co.ke,Sit down,"A retro cocktail menu, coastal, local, and Jikoni's infused cuisine. The best Bloody Mary's served with chasers (yup, a beer of your choice on the side!). We are about conversation and quality time with those we are surrounded by.","KES 29,647 - KES 444,708",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d13369422-Reviews-Jikoni_s-Nairobi.html,orders@jikonis.co.ke,4.5,,https://media-cdn.tripadvisor.com/media/photo-o/11/f1/da/64/jikonis.jpg,,7,FALSE,FALSE,Nairobi,13369422,$$ - $$$
American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Seating,Parking Available,Wheelchair Accessible,Accepts American Express,Accepts Mastercard,Accepts Visa,Digital Payments,Accepts Credit Cards,Non-smoking restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1305,600,,,,,1305,600,,,,,1305,600,,,,,1305,600,,,,,1305,600,,,,,1305,600,,,,,1305,600,,,,,Lunch,Dinner,Brunch,,,,36.840233,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Mombasa Road,Mombasa Road,Restaurants,,,,0,0,0,0,4,-1.320452,Lunch,Dinner,Brunch,,,,"Mombasa Road Mombasa Road, Nairobi Kenya",11,"#278 of 1,048 places to eat in Nairobi",+254 750 000100,,3.148163795,278,Closed Now,Drip Burgers,https://www.instagram.com/dripburgerske/,,Hidden Burger Joint Gem. Changing the Burger Game,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d26486272-Reviews-Drip_Burgers-Nairobi.html,,5,,https://media-cdn.tripadvisor.com/media/photo-w/2a/51/01/0c/caption.jpg,,4,FALSE,FALSE,Nairobi,26486272,
Indian,Vegetarian Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seating,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinner,,,,,,36.80352,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Mwanzi Rd,Westgate Mall,Restaurants,,,,2,0,2,10,4,-1.25764,Dinner,,,,,,"Mwanzi Rd Westgate Mall, Nairobi Kenya",6,"#340 of 1,048 places to eat in Nairobi",+254 774 239294,,3.113327026,340,,Haandi,http://haandi-kenya.com/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d12328724-Reviews-Haandi-Nairobi.html,,4,,https://media-cdn.tripadvisor.com/media/photo-o/0f/53/45/7e/the-food.jpg,,18,FALSE,FALSE,Nairobi,12328724,$$ - $$$
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,Breakfast,Lunch,Dinner,,,,36.91493,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,37813,,First Freight Lane,,Restaurants,,,,0,0,0,0,4,-1.33882,Breakfast,Lunch,Dinner,,,,"First Freight Lane, Nairobi 37813 Kenya",20,"#360 of 1,048 places to eat in Nairobi",+254 709 222444,,3.106535912,360,Open Now,Aroma,http://www.ihg.com/crowneplaza/hotels/us/en/nairobi/nboir/hoteldetail,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d17725875-Reviews-Aroma-Nairobi.html,,5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/4a/47/11/food.jpg,,4,FALSE,FALSE,Nairobi,17725875,
African,Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1020,540,,,,,1020,540,,,,,1020,540,,,,,1020,540,,,,,1020,540,,,,,1020,540,,,,,1020,540,,,,,Breakfast,Lunch,,,,,36.85261,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Garden Estate Road,Off Thika Highway,Restaurants,,,,0,0,0,0,4,-1.21792,Breakfast,Lunch,,,,,"Garden Estate Road Off Thika Highway, Nairobi Kenya",13,"#354 of 1,048 places to eat in Nairobi",+254 722 789576,,3.107148647,354,Closed Now,Hagon Restaurants,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d17721275-Reviews-Hagon_Restaurants-Nairobi.html,info@hagonRestaurants.com,5,,https://media-cdn.tripadvisor.com/media/photo-o/18/42/4a/32/as-fresh-as-fish-can.jpg,,4,FALSE,FALSE,Nairobi,17721275,
Chinese,Asian,Vegetarian Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reservations,Seating,Takeout,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunch,Dinner,,,,,36.77531,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,100,,James Gichuru Road,Lavington,Restaurants,,,,3,1,5,13,4,-1.27015,Lunch,Dinner,,,,,"James Gichuru Road Lavington, Nairobi 00100 Kenya",1,"#366 of 1,048 places to eat in Nairobi",+254 733 525530,,3.103103876,366,,Fang -Fang Chinese Restaurant,http://fangfang.co.ke,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d8510888-Reviews-Fang_Fang_Chinese_Restaurant-Nairobi.html,,3.5,,https://media-cdn.tripadvisor.com/media/photo-o/1a/08/60/69/real-chinese-food-at.jpg,,26,FALSE,FALSE,Nairobi,8510888,$$ - $$$
International,Barbecue,Asian,Grill,Healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.729378,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,100,,"Southern Bypass, Just Before Ole Sereni Hotel.",,Restaurants,,,,0,0,1,5,1,-1.309135,,,,,,,"Southern Bypass, Just Before Ole Sereni Hotel., Nairobi 00100 Kenya",13,"#346 of 1,048 places to eat in Nairobi",,,3.111691475,346,,Emara Ole Sereni Pool Bar,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d21226367-Reviews-Emara_Ole_Sereni_Pool_Bar-Nairobi.html,,4,,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/12/8e/6f/view-on-the-nairobi-national.jpg,,7,FALSE,FALSE,Nairobi,21226367,$$ - $$$
European,British,Healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7158,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Karen Road,,Restaurants,,,,0,0,0,1,4,-1.33604,,,,,,,"Karen Road, Nairobi Kenya",8,"#339 of 1,048 places to eat in Nairobi",+254 790 503311,,3.113564968,339,,Planet Picnic,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d18979156-Reviews-Planet_Picnic-Nairobi.html,,5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/30/c2/72/chicken-kiev.jpg,,5,FALSE,FALSE,Nairobi,18979156,$$ - $$$
