"cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","website","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","subcategories/0","category","rankingDenominator","rankingPosition","name","priceRange","address","webUrl","latitude","longitude","neighborhoodLocations/0/id","neighborhoodLocations/0/name","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","phone","type","email","rating","menuWebUrl","localName","description","locationString","localAddress","rankingString","image","photoCount","openNowText","rawRanking","priceLevel","numberOfReviews","isClosed","isLongClosed","id"
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Argwings Kodhek Rd",,"Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sit down","restaurant","832","508","Buffet Park",,"Argwings Kodhek Rd, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d4299622-Reviews-Buffet_Park-Nairobi.html","-1.295474","36.796974","20484494","Upper Hill Estate","0","0","6","4","1",,"RESTAURANT",,"3.5",,"",,"Nairobi",,"#508 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/04/0f/7b/29/buffet-park.jpg","2",,"3.0549347400665283","$$ - $$$","11","false","false","4299622"
"Indian",,,,,,,,,,,,,,,,"Africa/Nairobi","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"https://www.facebook.com/DarbarTandoor/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Dinner","Lunch",,,,,"Dinner","Lunch",,,,,"Nairobi","Kenya","925",,"Ngong Road","the Junction mall","Reservations","Seating","Takeout","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sit down","restaurant","832","490","Darbar e Tandoor Indian Restaurant",,"Ngong Road the Junction mall, Nairobi 925 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d5785848-Reviews-Darbar_e_Tandoor_Indian_Restaurant-Nairobi.html","-1.29788","36.76279",,,"2","1","1","3","11","+254 722 519833","RESTAURANT",,"4",,"",,"Nairobi",,"#490 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/06/d1/b8/75/xmas-next-door.jpg","2","Open Now","3.06032657623291","$$ - $$$","18","false","false","5785848"
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.ngonghillshotel.com",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Ngong Road","Opposite Bishop Magua Centre","Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","514","Ngong Hills Hotel Restaurant",,"Ngong Road Opposite Bishop Magua Centre, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d7263664-Reviews-Ngong_Hills_Hotel_Restaurant-Nairobi.html","-1.29929","36.79375","20484494","Upper Hill Estate","0","1","2","5","3","+254 729 476072","RESTAURANT",,"4",,"",,"Nairobi",,"#514 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/0f/63/03/43/art-soul-bar-area-lovely.jpg","3",,"3.0527257919311523","$$ - $$$","11","false","false","7263664"
"Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.yaya-centre.com/?portfolio=saffron-restaurant",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch",,,,,,"Lunch",,,,,,"Nairobi","Kenya","00508",,"Yaya Centre, ARGWINGS KOHDEK ROAD",,"Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","516","Saffron",,"Yaya Centre, ARGWINGS KOHDEK ROAD, Nairobi 00508 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d5502204-Reviews-Saffron-Nairobi.html","-1.29292","36.7878","20484494","Upper Hill Estate","1","3","2","7","2","+254 20 3877236","RESTAURANT",,"3.5",,"",,"Nairobi",,"#516 of 1,048 places to eat in Nairobi",,"0",,"3.0524826049804688","$","15","false","false","5502204"
"Mexican","African","Cafe","Diner","Healthy",,,,,,,,,,,,"Africa/Nairobi","600","390",,,,,"600","390",,,,,"600","390",,,,,"600","390",,,,,"600","390",,,,,"600","390",,,,,"600","390",,,,,"http://www.javahouseafrica.com",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch",,,"Breakfast","Lunch","Dinner","Brunch",,,"Nairobi","Kenya",,,"Ring Road Kileleshwa","Shell Petrol Station","Delivery","Takeout","Outdoor Seating","Seating","Parking Available","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","511","Java House Kileleshwa",,"Ring Road Kileleshwa Shell Petrol Station, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10478546-Reviews-Java_House_Kileleshwa-Nairobi.html","-1.27443","36.80047",,,"0","1","0","5","1","+254 790 204828","RESTAURANT","guest.relations@javahouseafrica.com","4","https://www.javahouseafrica.com/our-menu/","",,"Nairobi",,"#511 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-m/1280/24/73/4c/b2/nicely-furnished-two.jpg","1","Closed Now","3.0533201694488525","$$ - $$$","7","false","false","10478546"
"Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/pg/laTascainNairobi",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya","1111",,"James Gichuru Road","Lavington Mall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","507","La Tasca Spanish Corner",,"James Gichuru Road Lavington Mall, Nairobi 1111 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d13424640-Reviews-La_Tasca_Spanish_Corner-Nairobi.html","-1.276352","36.7714",,,"1","0","1","0","5","+254 729 640975","RESTAURANT",,"4",,"",,"Nairobi",,"#507 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/32/c6/81/la-tasca-spanish-corner.jpg","1",,"3.0551695823669434","$$ - $$$","7","false","false","13424640"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Dinner",,,,,,"Dinner",,,,,,"Nairobi","Kenya",,,"Near Westlands Road, Nairobi",,"Reservations","Takeout","Seating","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fish",,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","448","Stavrose Restaurant",,"Near Westlands Road, Nairobi, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d7210860-Reviews-Stavrose_Restaurant-Nairobi.html","-1.268367","36.806786",,,"3","2","3","12","4",,"RESTAURANT",,"3.5",,"",,"Nairobi",,"#448 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/12/d6/ac/b3/photo2jpg.jpg","7",,"3.0722227096557617","$$ - $$$","24","false","false","7210860"
"American","Indian","African","European",,,,,,,,,,,,,"Africa/Nairobi","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"https://www.facebook.com/thegaragebargrill/",,"1026018","Thika","City",,"2697614","Central Province","Province",,"294206","Kenya","Country","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Thika","Kenya","01000",,"Thika Road",,"Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Television","Highchairs Available","Serves Alcohol","Full Bar","Wine and Beer","Free Wifi","Accepts Credit Cards","Table Service","Live Music","Jazz Bar","Non-smoking restaurants",,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sit down","restaurant","3","1","The Garage Bar & Grill","KES 29,647 - KES 592,944","Thika Road, Thika 01000 Kenya","https://www.tripadvisor.com/Restaurant_Review-g1026018-d19535812-Reviews-The_Garage_Bar_Grill-Thika_Central_Province.html","-1.21947","36.88841",,,"0","0","0","0","2","+254 711 959595","RESTAURANT","info@garagelounge.co.ke","5",,"","The Garage Bar & Grill- Thika is a premium entertainment lounge that is perfect for group parties, concerts, date nights, corporate nights, brunches and themed events.","Thika, Central Province",,"#1 of 9 places to eat in Thika","https://media-cdn.tripadvisor.com/media/photo-o/1a/d3/8f/c6/change-that-gear-in-your.jpg","12","Open Now","3.0607872009277344","$$ - $$$","2","false","false","19535812"
"Italian","African","Grill","Ethiopian",,,,,,,,,,,,,"Africa/Nairobi","1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"1350","480",,,,,"http://www.asmara.co.ke/asmara-lavington/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Nairobi","Kenya",,,"Othaya Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","489","Asmara Restaurant Lavington",,"Othaya Road, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23983934-Reviews-Asmara_Restaurant_Lavington-Nairobi.html","-1.287326","36.772907",,,"0","0","0","1","1","+254 700 458429","RESTAURANT","sales@asmara.co.ke","4.5",,"","This restaurant, ideally situated in Lavington, boasts a cosy and modern atmosphere that has become the Asmara Restaurants standard. Offering the ultimate dining experience of Eritrean and Continental dishes for breakfast, lunch and dinner.","Nairobi",,"#489 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/23/0b/f4/8f/mixed-plate-and-tsebhi.jpg","8","Open Now","3.0606369972229004",,"2","false","false","23983934"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.silversprings-hotel.com/html/restaurant&bars.html",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya","00200",,"Junction of Argwings Kodhek Road / Valley Road",,"Reservations","Seating","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","512","Flagship Restaurant in Silver Springs Hotel",,"Junction of Argwings Kodhek Road / Valley Road, Nairobi 00200 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d6354391-Reviews-Flagship_Restaurant_in_Silver_Springs_Hotel-Nairobi.html","-1.2923","36.78498",,,"0","1","6","6","1","+254 20 2722451","RESTAURANT",,"3.5",,"",,"Nairobi",,"#512 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-s/06/7f/38/40/the-burger.jpg","1",,"3.0527689456939697","$$ - $$$","14","false","false","6354391"
,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"http://www.planetyogurt.co.ke",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya",,,"Parklands Road","Sarit Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","510","Planet Yogurt Sarit Centre",,"Parklands Road Sarit Centre, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d13662110-Reviews-Planet_Yogurt_Sarit_Centre-Nairobi.html","-1.29827","36.76275",,,"0","0","0","1","2","+254 702 278254","RESTAURANT","sarit@planetyogurt.co.ke","4.5",,"",,"Nairobi",,"#510 of 1,048 places to eat in Nairobi",,"0","Open Now","3.054206609725952",,"3","false","false","13662110"
"Indian","Pub",,,,,,,,,,,,,,,"Africa/Nairobi","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"http://www.facebook.com/lemonloungeke/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya",,,"Spring Valley, Off of Lower Kabete Road","First Left after the Spring Valley Police Station Gate, Gated Compound called Springette","Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","491","Lemon Lounge Restaurant",,"Spring Valley, Off of Lower Kabete Road First Left after the Spring Valley Police Station Gate, Gated Compound called Springette, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10171008-Reviews-Lemon_Lounge_Restaurant-Nairobi.html","-1.23968","36.74049",,,"0","1","2","4","2","+254 721 738570","RESTAURANT",,"4",,"",,"Nairobi",,"#491 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/0c/3d/d2/e5/photo2jpg.jpg","10","Open Now","3.059784173965454","$$ - $$$","9","false","false","10171008"
"Italian","French","African","Cafe","European","Danish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya","00100",,"5th Parklands Avenue , Kirima Shopping Centre","Next to Aga khan Primary school off limuru road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fast food","restaurant","832","488","Frenchmaid Bakery","KES 7,412 - KES 59,294","5th Parklands Avenue , Kirima Shopping Centre Next to Aga khan Primary school off limuru road, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d11667946-Reviews-Frenchmaid_Bakery-Nairobi.html","-1.25877","36.82292",,,"0","0","1","2","2","+254 723 826120","RESTAURANT","frenchmaidbakery@gmail.com","4",,"","Small family business focused on giving you the best and freshest products everyday! We now cater for a wide range of products including Gluten free , dairy free and sugar free products. Come by and visit us","Nairobi",,"#488 of 1,048 places to eat in Nairobi",,"0",,"3.0615553855895996","$","5","false","false","11667946"
"Italian","African","Fast Food","Mediterranean","South American","Central American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Koinange Street","Opposite Airtel Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","487","Taste Of Manhattan Koinage Street",,"Koinange Street Opposite Airtel Kenya, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d21391836-Reviews-Taste_Of_Manhattan_Koinage_Street-Nairobi.html","-1.285791","36.819576","20484493","Nairobi Central Business District","0","0","0","0","2",,"RESTAURANT",,"5",,"",,"Nairobi",,"#487 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/1c/50/ae/aa/taste-of-manhattan-koinage.jpg","8",,"3.062145233154297",,"2","false","false","21391836"
"Fast Food","American",,,,,,,,,,,,,,,"Africa/Nairobi","1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"http://joesatlantawings.com/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Late Night",,,,"Lunch","Dinner","Late Night",,,,"Nairobi","Kenya",,,"25 Ngong rd","Next to marsabit plaza across from ligi ndogo","Seating","Delivery","Takeout","Reservations","Outdoor Seating","Parking Available","Street Parking","Free off-street parking","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service",,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wings",,,,,,,,,,,,,,,,,,,,,,,"Fast food","restaurant","832","513","Joes Atlanta Wings",,"25 Ngong rd Next to marsabit plaza across from ligi ndogo, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d14002904-Reviews-Joes_Atlanta_Wings-Nairobi.html","-1.300105","36.77306",,,"4","1","1","2","6","+254 791 409644","RESTAURANT","info@joesatlantawings.com","3.5","https://www.dropbox.com/sh/mcyhxvjr3xti42b/AACATPa1gs4GjvqMAE3ClWija?dl=0","","Atlanta style chicken wings. Best milk shakes in Kenya. Pocket friendly prices. Strips, nuggets, burgers and fries.","Nairobi",,"#513 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/33/37/a2/joes-atlanta-wings.jpg","16","Closed Now","3.052747964859009","$","14","false","false","14002904"
"African","Bar","Pub","Diner","Arabic",,,,,,,,,,,,"Africa/Nairobi","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya",,,"28 Othaya Road, Nairobi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","496","Samaki Samaki Seafood And Jazz",,"28 Othaya Road, Nairobi, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23763565-Reviews-Samaki_Samaki_Seafood_And_Jazz-Nairobi.html","-1.285554","36.775913",,,"3","4","1","3","7","+254 785 661976","RESTAURANT","samakiseafoodandjazz-kenya@outlook.com","3.5",,"","Fine dining with Jazz","Nairobi",,"#496 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/26/13/36/14/caption.jpg","19","Open Now","3.057354211807251",,"18","false","false","23763565"
"African","Vegetarian Friendly",,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1560","660",,,,,"1560","660",,,,,"http://www.mummydadas.com",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Brunch",,,,"Lunch","Dinner","Brunch",,,,"Nairobi","Kenya",,,"105 James Gichuru road , Lavington",,"Reservations","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","504","Mummydada's",,"105 James Gichuru road , Lavington, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10814387-Reviews-Mummydada_s-Nairobi.html","-1.27015","36.77531",,,"1","5","2","7","3","+254 711 420854","RESTAURANT",,"3.5",,"",,"Nairobi",,"#504 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/10/a4/b5/70/tutto-molto-buono.jpg","4","Open Now","3.055846691131592","$$ - $$$","18","false","false","10814387"
"Indian","Asian","Vegetarian Friendly",,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"http://www.shangrila.co.ke",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Dinner","Lunch",,,,,"Dinner","Lunch",,,,,"Nairobi","Kenya","00100",,"Muthiaga Shopping Center","Limuru Road","Reservations","Buffet","Seating","Parking Available","Television","Wheelchair Accessible","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Free Wifi","Accepts Discover","Delivery","Takeout","Highchairs Available",,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","833","500","Shangrila Restaurant",,"Muthiaga Shopping Center Limuru Road, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10432949-Reviews-Shangrila_Restaurant-Nairobi.html","-1.25022","36.8203",,,"6","1","4","6","7","+254 726 874184","RESTAURANT","info@shangrila.co.ke","3.5","http://www.shangrila.co.ke#menu4","",,"Nairobi",,"#500 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/0e/8e/a0/0a/retsaurant.jpg","40","Open Now","3.056941509246826","$$ - $$$","24","false","false","10432949"
