"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","ancestorLocations/3/abbreviation","ancestorLocations/3/id","ancestorLocations/3/name","ancestorLocations/3/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","email","establishmentTypes/0","establishmentTypes/1","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","numberOfReviews","openNowText","ownersTopReasons","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Links Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Links Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","Seafood","Fast Food","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23138551","https://media-cdn.tripadvisor.com/media/photo-m/1280/22/2f/fc/22/caption.jpg","false","false","-4.050444",,"","Mombasa, Coast Province","39.69005",,,,,,,,"Aj's Bar And Grill","3",,,"+254 733 412422","4","$$ - $$$","KES 148,236 - KES 963,534","144","99","#99 of 188 places to eat in Mombasa","4","0","0","1","1","1","3.051903247833252","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d23138551-Reviews-Aj_s_Bar_And_Grill-Mombasa_Coast_Province.html","https://m.facebook.com/ajsbargrill"
"Off Mombasa-Malindi Road Next to Kenya Bay Hotel, Mombasa Kenya","Mombasa","Kenya",,,"Off Mombasa-Malindi Road","Next to Kenya Bay Hotel",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","Bar","Pub","Diner","Wine Bar","Fruit parlours",,"""La Casa Di Nico Mombasa is a branch of the well-established and known Italian restaurant; Lacasadinico. Featuring our famous Antipasto Italiano with salami cheese and our famous Wood oven pizza with the fastest delivery. Homemade, delicious Italian dishes, featuring seafood, steaks, and pasta. We provide to you our Full menu offered all day and late night. Complemented with a bar of entertainment on weekends and Fridays. Cast parties and celeb with your loved ones here every single day. Conveniently located opposite Kenya Bay Beach Hotel. You get a cool breeze from the sea enjoying delicious Italian cuisine.""","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"mombasa@lacasadinicoristorante.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"25185742","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/93/0a/8e/caption.jpg","false","false","-3.989428",,"","Mombasa, Coast Province","39.737396","Lunch","Dinner",,,,,,"La Casa Di Nico Mombasa","5","Open Now",,"+254 723 289908","7",,,"144","53","#53 of 188 places to eat in Mombasa","5","0","0","0","1","4","3.155308961868286",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25185742-Reviews-La_Casa_Di_Nico_Mombasa-Mombasa_Coast_Province.html",
"New Nyali Bridge Next To Nyali Kfc Azura, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"New Nyali Bridge Next To Nyali Kfc","Azura",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","Steakhouse","African","Seafood","Arabic",,,"Seafood And Steak House Restaurant","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"floatingisland001@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"23629456","https://media-cdn.tripadvisor.com/media/photo-s/24/7e/98/97/beautiful-ambiance.jpg","false","false","-4.040326",,"","Mombasa, Coast Province","39.6779","Lunch","Dinner",,,,,"https://www.foodbooking.com/ordering/restaurant/menu?company_uid=ea735eb9-983c-463c-9f67-d0462b6b5a58&restaurant_uid=97cea0f9-84b2-4c0e-8e71-4b8186f1ac63&facebook=true","Floating Island Restaurant Msa","11","Open Now",,"+254 774 111112","8",,,"144","47","#47 of 188 places to eat in Mombasa","4.5","1","1","0","0","9","3.182135820388794",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d23629456-Reviews-Floating_Island_Restaurant_Msa-Mombasa_Coast_Province.html","http://www.floatingisland001.com"
"Karibu Old Town Restaurant next to Fort Jesus, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Karibu Old Town Restaurant next to Fort Jesus",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,"960","450",,,"960","450",,,"960","450",,,"960","450",,,"1080","450",,,"1080","450",,,"11905073","https://media-cdn.tripadvisor.com/media/photo-o/0f/72/56/58/very-nice-restaurant.jpg","false","false","-4.062111",,"","Mombasa, Coast Province","39.679577","Breakfast","Lunch","Dinner",,,,"https://karibuoldtownresta.wixsite.com/karibuoldtown/menus","Karibu Old Town Restaurant","7","Closed Now",,"+254 797 199073","5",,,"144","66","#66 of 188 places to eat in Mombasa","4.5","0","0","1","1","5","3.109483003616333",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d11905073-Reviews-Karibu_Old_Town_Restaurant-Mombasa_Coast_Province.html","http://karibuoldtownresta.wixsite.com/karibuoldtown"
"City Mall next to Nakumatt Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"City Mall next to Nakumatt Nyali",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Ethiopian","Bar","Pub",,,,,"Dinner",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3471510","https://media-cdn.tripadvisor.com/media/photo-o/0b/c5/4f/3b/sheba-ethiopian-restaurant.jpg","false","false",,,"","Mombasa, Coast Province",,"Dinner",,,,,,,"Sheba Ethiopian restaurant Mombasa","14",,,,"2",,,"144","95","#95 of 188 places to eat in Mombasa","3.5","1","1","4","6","2","3.0566914081573486","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3471510-Reviews-Sheba_Ethiopian_restaurant_Mombasa-Mombasa_Coast_Province.html",
"Mount Kenya Rd, Mombasa 10220 Kenya","Mombasa","Kenya","10220",,"Mount Kenya Rd",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Bar","Cafe","Seafood","Barbecue",,,"Maasai Bars and Restaurants is known for its mouth-watering nyama choma and African Cuisine. We also have a bar by the beach which prides itself as a house of tasty sea food & wide variety of drinks are sold in the bar.","Lunch","Dinner","Late Night","Drinks",,,"Beef","Pork",,,,,,,,,,,,,,,,"maasai30@gmail.com","Restaurants",,"Outdoor Seating","Seating","Parking Available","Television","Serves Alcohol","Takeout","Reservations","Buffet","Private Dining","Highchairs Available","Wheelchair Accessible","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Live Music","Beach","Playgrounds","Family style","Sports bars",,,,,,"Africa/Nairobi","1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"8378714","https://media-cdn.tripadvisor.com/media/photo-o/27/ee/25/b6/pool-bar.jpg","false","false","-4.028063",,"","Mombasa, Coast Province","39.719322","Lunch","Dinner","Late Night","Drinks",,,"http://maasaigroup.com/","Maasai Bars and Restaurant","74","Open Now",,"+254 713 847569","22","$$ - $$$","KES 1,482","144","62","#62 of 188 places to eat in Mombasa","3.5","11","8","13","18","24","3.1121959686279297","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d8378714-Reviews-Maasai_Bars_and_Restaurant-Mombasa_Coast_Province.html","https://www.facebook.com/profile.php?id=100054411373520"
"Off Mombasa - Malindi Road P O Box 1664, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Off Mombasa - Malindi Road","P O Box 1664",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pundamliaparadise@yahoo.com","Restaurants",,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4107625","https://media-cdn.tripadvisor.com/media/photo-o/03/c8/d7/05/punda-milia-paradise.jpg","false","false","-4.028376",,"","Mombasa, Coast Province","39.717945",,,,,,,,"Punda Milia Paradise Bar and Restaurant","10",,,"+254 725 869823","19","$","KES 88,942 - KES 296,472","144","70","#70 of 188 places to eat in Mombasa","4.5","0","0","2","3","5","3.097705602645874","Fast food","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d4107625-Reviews-Punda_Milia_Paradise_Bar_and_Restaurant-Mombasa_Coast_Province.html","http://punda-milia-apartments.com"
"Of Bofa Road Kalifi, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Of Bofa Road","Kalifi",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3730535","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/e1/2f/74/kilifi-club.jpg","false","false","-4.048853",,"","Mombasa, Coast Province","39.674194",,,,,,,,"Kilifi Club","12",,,,"12","$",,"144","88","#88 of 188 places to eat in Mombasa","4","0","2","1","7","2","3.0675508975982666","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3730535-Reviews-Kilifi_Club-Mombasa_Coast_Province.html","http://www.facebook.com/pages/Kilifi-Club/366312660187268"
"Makadara Road, Opposite Fayaz Bakers Ltd, Mombasa, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Makadara Road, Opposite Fayaz Bakers Ltd, Mombasa",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Cafe","European","Ethiopian",,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"hotshotcafe.ke@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"25218746","https://media-cdn.tripadvisor.com/media/photo-o/27/9e/c5/33/hot-shot-restaurant-and.jpg","false","false","-4.056656",,"","Mombasa, Coast Province","39.67249","Breakfast","Lunch","Dinner",,,,,"Hot Shot Restaurant And Cafe","1","Open Now",,"+254 731 900900","1",,,"144","108","#108 of 188 places to eat in Mombasa","5","0","0","0","0","1","3.0413661003112793",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25218746-Reviews-Hot_Shot_Restaurant_And_Cafe-Mombasa_Coast_Province.html",
"Fidel Odinga Rd, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Fidel Odinga Rd",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nursbarbeque@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14597984","https://media-cdn.tripadvisor.com/media/photo-o/16/67/a9/f8/nur-s-barbeque.jpg","false","false","-4.047863",,"","Mombasa, Coast Province","39.685837",,,,,,,,"Nur's Barbeque","2",,,"+254 732 880388","12","$","KES 74,118 - KES 296,472","144","114","#114 of 188 places to eat in Mombasa","4.5","0","0","0","1","1","3.0368685722351074","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d14597984-Reviews-Nur_s_Barbeque-Mombasa_Coast_Province.html","http://www.facebook.com/nursbbq"
"Mkomani-Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mkomani-Nyali",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16787363","https://media-cdn.tripadvisor.com/media/photo-s/16/d9/d1/90/splendid-grill.jpg","false","false","-4.03029",,"","Mombasa, Coast Province","39.69086",,,,,,,,"Splendid Grill","0",,,"+254 721 450403","10",,,"144","102","#102 of 188 places to eat in Mombasa",,"0","0","0","0","0","3.0454118251800537",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d16787363-Reviews-Splendid_Grill-Mombasa_Coast_Province.html",
"Malindiroad, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Malindiroad",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Bar","Seafood","Pub","Vegetarian Friendly",,,,"Breakfast",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Outdoor Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3692138","https://media-cdn.tripadvisor.com/media/photo-o/0e/5e/47/51/wedding-specialists-right.jpg","false","false","-3.99159",,"","Mombasa, Coast Province","39.7085","Breakfast",,,,,,,"Pirates","19",,,,"7","$$ - $$$",,"144","103","#103 of 188 places to eat in Mombasa","3.5","1","1","10","6","1","3.04426646232605","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3692138-Reviews-Pirates-Mombasa_Coast_Province.html",
"Archbishop Makarios Road. Ganjoni. Dil Bahaar, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Archbishop Makarios Road. Ganjoni. Dil Bahaar",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Barbecue",,,,,,,,"Dinner",,,,,,,,,,,,,,,,,,,,,,,"yasinfatwani1@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","1080",,,"1320","1080",,,,,,,"1320","1080",,,"1320","1080",,,"1320","1080",,,"1320","1080",,,"24004288","https://media-cdn.tripadvisor.com/media/photo-s/23/21/a8/6e/chunky-drumsticks-with.jpg","false","false","-4.06456",,"","Mombasa, Coast Province","39.66366","Dinner",,,,,,,"Dil Bahaar Barbeque And Grill","3","Closed today",,"+254 705 270325","3",,,"144","69","#69 of 188 places to eat in Mombasa","5","0","0","0","0","3","3.0986690521240234",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d24004288-Reviews-Dil_Bahaar_Barbeque_And_Grill-Mombasa_Coast_Province.html",
"Near State House Mama Ngina Drive, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Near State House Mama Ngina Drive",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Middle Eastern","Soups","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23143656","https://media-cdn.tripadvisor.com/media/photo-w/1c/a0/2a/fd/the-royal-house-restraunt.jpg","false","false","-4.07855",,"","Mombasa, Coast Province","39.66683",,,,,,,,"The Royal House Restaraunt","3",,,,"19",,,"144","94","#94 of 188 places to eat in Mombasa","4","0","0","0","3","0","3.057738780975342",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d23143656-Reviews-The_Royal_House_Restaraunt-Mombasa_Coast_Province.html",
"Links Road Nyali Links Arcade, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Links Road","Nyali Links Arcade",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","International",,,,,,"An elegant coffee joint/ restaurant located in Nyali, Mombasa.","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,"amin.17101998@gmail.com","Restaurants",,"Delivery","Takeout","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Free off-street parking","Television","Wheelchair Accessible","Digital Payments","Free Wifi","Table Service","Family style",,,,,,,,,,,,,,"Africa/Nairobi","1020","540",,,"1020","540",,,"1020","540",,,,,,,,,,,,,,,,,,,"15606568","https://media-cdn.tripadvisor.com/media/photo-o/1a/61/bf/69/tayo-house.jpg","false","false","-4.034147",,"","Mombasa, Coast Province","39.70945","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"Tayo House","2","Closed Now",,"+254 716 563060","2","$","KES 593 - KES 3,706","144","106","#106 of 188 places to eat in Mombasa","4.5","0","0","0","1","1","3.041902542114258","Café","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d15606568-Reviews-Tayo_House-Mombasa_Coast_Province.html",
"Off Malindi Road, At Cowrie Shell Beach Apartments, Mombasa Kenya","Mombasa","Kenya",,,"Off Malindi Road, At Cowrie Shell Beach Apartments",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Pizza","Seafood","International","Grill",,,,"Beachfront Restaurant and Bar located on Bamburi Beach, Mombasa","Breakfast","Lunch","Dinner","Brunch","Drinks",,,,,,,,,,,,,,,,,,,,"Restaurants",,"Outdoor Seating","Parking Available","Wheelchair Accessible","Serves Alcohol","Accepts Mastercard","Accepts Visa","Digital Payments","Accepts Credit Cards","Beach","Playgrounds","Dog Friendly",,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"25392309","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/d5/a1/c6/sunrise-at-blue-coconut.jpg","false","false","-3.982566",,"","Mombasa, Coast Province","39.743008","Breakfast","Lunch","Dinner","Brunch","Drinks",,"https://bluecoconut.co.ke/gallery/Blue%2520Coconut%2520Food%2520Menu.%2520.pdf","Blue Coconut Beach Bistro","1","Open Now",,"+254706100150","6",,,"144","105","#105 of 188 places to eat in Mombasa","5","0","0","0","0","1","3.0427863597869873",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25392309-Reviews-Blue_Coconut_Beach_Bistro-Mombasa_Coast_Province.html","http://www.bluecoconut.co.ke"
"Malindi Rd, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Malindi Rd",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","American","African","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contact@endirocoffee.com","Coffee & Tea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"25028682",,"false","false","-3.992007",,"","Mombasa, Coast Province","39.732857",,,,,,,,"Endiro Coffee","0","Closed Now",,"+254 791 086538","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25028682-Reviews-Endiro_Coffee-Mombasa_Coast_Province.html","https://endirocoffee.com"
"Haile Selassie Avenue corner of Shimoni Rd, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Haile Selassie Avenue","corner of Shimoni Rd",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4106130",,"false","false","-4.05901",,"","Mombasa, Coast Province","39.66763",,,,,,,,"Kulthum Barbeque","3",,,,"0",,,"144","138","#138 of 188 places to eat in Mombasa","3","1","0","1","0","1","3.001521587371826","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d4106130-Reviews-Kulthum_Barbeque-Mombasa_Coast_Province.html",
"Malindi Road Opposite Bamburi Police, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Malindi Road","Opposite Bamburi Police",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Pizza","Pub","Gastropub","Bar",,,"New Cheers is an oldtimer pub and restaurant, newly renovated to fit current standards. We have live band music 5 days a week and a wide selection of cuisine both international and local.","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,"newcheers2021@gmail.com","Restaurants",,"Reservations","Seating","Parking Available","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"12857308","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/03/bc/3f/new-cheers-logo.jpg","false","false","-3.99954",,"","Mombasa, Coast Province","39.72804","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","https://www.facebook.com/newcheersmombasa/menu","New Cheers","19","Open Now",,"+254 733 298995","12","$",,"144","137","#137 of 188 places to eat in Mombasa","3","4","4","1","5","5","3.003526210784912",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d12857308-Reviews-New_Cheers-Mombasa_Coast_Province.html","http://www.facebook.com/New-Cheers-211059716418383/"
"Silos Road, Hotel English Point, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Silos Road, Hotel English Point",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1350","360",,,"1350","360",,,"1350","360",,,"1350","360",,,"1350","360",,,"1350","360",,,"1350","360",,,"12599699","https://media-cdn.tripadvisor.com/media/photo-o/0f/be/e8/66/caption.jpg","false","false","-4.03992",,"","Mombasa, Coast Province","39.68129","Breakfast","Lunch","Dinner",,,,,"Medusa Restaurant","3","Open Now",,"+254 41 2147000","14",,,"144","139","#139 of 188 places to eat in Mombasa","3","0","1","1","1","0","2.998556613922119",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d12599699-Reviews-Medusa_Restaurant-Mombasa_Coast_Province.html","http://www.hotelenglishpoint.com/medusa-restaurant.html"
"Links Road Nyali Opposite Epic Petrol Station, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Links Road Nyali","Opposite Epic Petrol Station",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Bar","International","Pub",,,,"The Pontoon Restaurant Nyali is a Restaurant and Bar and offers accommodation as well. Its a serene place and best for meetings. Our accommodation is cost effective and very classic.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"pontoonsales@gmail.com","Restaurants",,"Seating","Parking Available","Free off-street parking","Television","Full Bar","Accepts Mastercard","Accepts Visa","Free Wifi","Takeout","Reservations","Outdoor Seating","Serves Alcohol","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3522468","https://media-cdn.tripadvisor.com/media/photo-o/06/3f/6a/b2/the-pontoon-restaurant.jpg","false","false","-4.044127",,"","Mombasa, Coast Province","39.70074","Breakfast","Lunch","Dinner",,,,,"The Pontoon Restaurant Nyali","31",,,"+254 710 580510","19","$$ - $$$","KES 1,482 - KES 5,336","144","141","#141 of 188 places to eat in Mombasa","3","5","5","11","4","6","2.9471704959869385","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3522468-Reviews-The_Pontoon_Restaurant_Nyali-Mombasa_Coast_Province.html","http://thepontoonnyali.com/home"
"Airport Road MOI International Airport, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Airport Road","MOI International Airport",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,"Located inside the airport, just outside of Domestic Departures.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1500","420",,,"1500","420",,,"1500","420",,,"1500","420",,,"1500","420",,,"1500","420",,,"1500","420",,,"2689921","https://media-cdn.tripadvisor.com/media/photo-o/0a/23/d6/5a/karibu-cafe.jpg","false","false","-4.032858",,"","Mombasa, Coast Province","39.60292","Breakfast","Lunch","Dinner",,,,,"Karibu Cafe","9","Open Now",,"+254 720 016850","13","$",,"144","134","#134 of 188 places to eat in Mombasa","3","2","0","4","1","2","3.0081896781921387","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2689921-Reviews-Karibu_Cafe-Mombasa_Coast_Province.html","http://www.nas.ke"
